AB1	chrom=I;start=1;end=15072434;ATTR=bases_mapped	1803457235	2016-09-28 11:04:58.100235
AB1	chrom=I;start=1;end=15072434;ATTR=depth_of_coverage	119.652687482	2016-09-28 11:04:58.100394
AB1	chrom=I;start=1;end=15072434;ATTR=breadth_of_coverage	0.995773940692	2016-09-28 11:04:58.100450
AB1	chrom=I;start=1;end=15072434;ATTR=length	15072434	2016-09-28 11:04:58.100478
AB1	chrom=I;start=1;end=15072434;ATTR=pos_mapped	15008737	2016-09-28 11:04:58.100503
AB1	chrom=II;start=1;end=15279421;ATTR=bases_mapped	1782217737	2016-09-28 11:05:56.980036
AB1	chrom=II;start=1;end=15279421;ATTR=depth_of_coverage	116.641706319	2016-09-28 11:05:56.980097
AB1	chrom=II;start=1;end=15279421;ATTR=breadth_of_coverage	0.992684604999	2016-09-28 11:05:56.980131
AB1	chrom=II;start=1;end=15279421;ATTR=length	15279421	2016-09-28 11:05:56.980158
AB1	chrom=II;start=1;end=15279421;ATTR=pos_mapped	15167646	2016-09-28 11:05:56.980183
AB1	chrom=III;start=1;end=13783801;ATTR=bases_mapped	1533239309	2016-09-28 11:06:51.261590
AB1	chrom=III;start=1;end=13783801;ATTR=depth_of_coverage	111.234869758	2016-09-28 11:06:51.261651
AB1	chrom=III;start=1;end=13783801;ATTR=breadth_of_coverage	0.991159477709	2016-09-28 11:06:51.261684
AB1	chrom=III;start=1;end=13783801;ATTR=length	13783801	2016-09-28 11:06:51.261711
AB1	chrom=III;start=1;end=13783801;ATTR=pos_mapped	13661945	2016-09-28 11:06:51.261736
AB1	chrom=IV;start=1;end=17493829;ATTR=bases_mapped	1964303648	2016-09-28 11:08:51.625017
AB1	chrom=IV;start=1;end=17493829;ATTR=depth_of_coverage	112.285517825	2016-09-28 11:08:51.625084
AB1	chrom=IV;start=1;end=17493829;ATTR=breadth_of_coverage	0.995428845223	2016-09-28 11:08:51.625117
AB1	chrom=IV;start=1;end=17493829;ATTR=length	17493829	2016-09-28 11:08:51.625144
AB1	chrom=IV;start=1;end=17493829;ATTR=pos_mapped	17413862	2016-09-28 11:08:51.625169
AB1	chrom=V;start=1;end=20924180;ATTR=bases_mapped	2450528513	2016-09-28 11:10:54.503888
AB1	chrom=V;start=1;end=20924180;ATTR=depth_of_coverage	117.114673693	2016-09-28 11:10:54.503961
AB1	chrom=V;start=1;end=20924180;ATTR=breadth_of_coverage	0.989547021675	2016-09-28 11:10:54.503997
AB1	chrom=V;start=1;end=20924180;ATTR=length	20924180	2016-09-28 11:10:54.504023
AB1	chrom=V;start=1;end=20924180;ATTR=pos_mapped	20705460	2016-09-28 11:10:54.504048
AB1	chrom=X;start=1;end=17718942;ATTR=bases_mapped	2131970969	2016-09-28 11:12:11.215747
AB1	chrom=X;start=1;end=17718942;ATTR=depth_of_coverage	120.321572755	2016-09-28 11:12:11.215811
